SALE TYPE,PROPERTY TYPE,PROPERTY ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,PROPERTY LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA MONTH,PROPERTY STATUS,SOURCE_\ URL ,SOURCE,MLS NO,LATITUDE,LONGITUDE
MLS Listing,Condo/Co-op,283 Randall St,San Francisco,CA,94131,1349000,2,2.0,San Francisco,1314,2500,1963,7,433,Active,http://www.redfin.com/CA/San-Francisco/283-Randall-St-94131/home/17305443,San Francisco MLS,514707,37.740366,-122.429607
MLS Listing,Vacant Land,731 Peralta Ave,SAN FRANCISCO,CA,94110,536000,,,SAN FRANCISCO,,2766,,8,,Active,http://www.redfin.com/CA/San-Francisco/731-Peralta-Ave-94110/unit-V/home/110063855,MLSListings,ML81827773,37.740676,-122.4085434
MLS Listing,Single Family Residential,2518 14th Ave,San Francisco,CA,94127,2695000,4,3.5,San Francisco,2830,5125,1928,8,,Active,http://www.redfin.com/CA/San-Francisco/2518-14th-Ave-94127/unit-2518A/home/1564284,San Francisco MLS,514685,37.7410307,-122.4698773
MLS Listing,Single Family Residential,130 Retiro Way,San Francisco,CA,94123,3995000,4,4.0,San Francisco,2770,2635,1963,8,,Active,http://www.redfin.com/CA/San-Francisco/130-Retiro-Way-94123/home/2030418,San Francisco MLS,514285,37.8055232,-122.4378547
MLS Listing,Single Family Residential,2149 Jackson St #2149,San Francisco,CA,94115,2500000,2,3.0,San Francisco,,,1936,8,,Active,http://www.redfin.com/CA/San-Francisco/2149-Jackson-St-94115/unit-2149/home/174327087,San Francisco MLS,510397,37.792727,-122.430398
MLS Listing,Multi-Family (2-4 Unit),20 Oakwood St,San Francisco,CA,94110,2195000,4,1.0,San Francisco,3160,1929,1926,8,,Active,http://www.redfin.com/CA/San-Francisco/20-Oakwood-St-94110/home/1003958,San Francisco MLS,515051,37.7610672,-122.4252679
MLS Listing,Condo/Co-op,8 Jordan Ave #12,San Francisco,CA,94118,699000,1,1.0,San Francisco,,6496,1920,8,464,Active,http://www.redfin.com/CA/San-Francisco/8-Jordan-Ave-94118/unit-12/home/17318367,San Francisco MLS,515331,37.7857924,-122.4566401
MLS Listing,Condo/Co-op,2030 3rd St #5,San Francisco,CA,94107,879000,1,2.0,San Francisco,888,7725,1999,8,552,Active,http://www.redfin.com/CA/San-Francisco/2030-3rd-St-94107/unit-5/home/12397272,San Francisco MLS,515384,37.7636598,-122.3891338
MLS Listing,Multi-Family (2-4 Unit),66 Alpine Ter,San Francisco,CA,94117,2695000,5,2.0,San Francisco,3150,2247,,8,,Active,http://www.redfin.com/CA/San-Francisco/66-Alpine-Ter-94117/home/174325650,San Francisco MLS,513354,37.76946,-122.4377678
MLS Listing,Multi-Family (2-4 Unit),2335 Kirkham St,San Francisco,CA,94122,1488888,1,,San Francisco,1850,1341,1939,8,,Active,http://www.redfin.com/CA/San-Francisco/2335-Kirkham-St-94122/home/174325520,San Francisco MLS,515224,37.7593202,-122.486146
MLS Listing,Condo/Co-op,788 Minna St #305,San Francisco,CA,94103,699000,1,1.0,San Francisco,664,5427,2011,8,650,Active,http://www.redfin.com/CA/San-Francisco/788-Minna-St-94103/unit-305/home/40134727,San Francisco MLS,515333,37.7760486,-122.4141237
MLS Listing,Condo/Co-op,1045 Mason St #101,San Francisco,CA,94108,1395000,2,2.0,San Francisco,1428,8279,1993,8,1188,Active,http://www.redfin.com/CA/San-Francisco/1045-Mason-St-94108/unit-101/home/148067909,San Francisco MLS,512773,37.793232,-122.411466
MLS Listing,Single Family Residential,164 San Carlos St,San Francisco,CA,94110,2497000,3,3.0,San Francisco,1942,1916,1907,8,,Active,http://www.redfin.com/CA/San-Francisco/164-San-Carlos-St-94110/home/2034295,San Francisco MLS,515256,37.7607349,-122.4202457
MLS Listing,Condo/Co-op,425 14th St #3,San Francisco,CA,94103,1349000,2,2.0,San Francisco,,3250,2001,8,598,Active,http://www.redfin.com/CA/San-Francisco/425-14th-St-94103/unit-3/home/856961,San Francisco MLS,515222,37.767836,-122.4228034
MLS Listing,Condo/Co-op,192 Summit Way,San Francisco,CA,94132,1375000,3,3.0,San Francisco,1839,1114,2015,8,263,Active,http://www.redfin.com/CA/San-Francisco/192-Summit-Way-94132/home/109464570,San Francisco MLS,515283,37.715628,-122.4764681
MLS Listing,Condo/Co-op,256 Presidio Ave #1,San Francisco,CA,94115,1200000,2,1.5,San Francisco,964,2986,1902,8,400,Active,http://www.redfin.com/CA/San-Francisco/256-Presidio-Ave-94115/unit-1/home/1227737,BAREIS,512725,37.7893232,-122.4469036
MLS Listing,Condo/Co-op,105 Palm Ave #7,SAN FRANCISCO,CA,94118,1100000,2,1.0,SAN FRANCISCO,1233,,1900,8,570,Active,http://www.redfin.com/CA/San-Francisco/105-Palm-Ave-94118/unit-7/home/173406211,MLSListings,ML81827713,37.7837043,-122.458268
MLS Listing,Single Family Residential,2709 Baker St,San Francisco,CA,94123,1395000,2,2.0,San Francisco,1320,1454,,8,,Active,http://www.redfin.com/CA/San-Francisco/2709-Baker-St-94123/home/1974630,San Francisco MLS,515298,37.7959705,-122.4456086
MLS Listing,Single Family Residential,1818 8th Ave,San Francisco,CA,94122,2995000,4,4.0,San Francisco,3169,1420,1928,8,,Active,http://www.redfin.com/CA/San-Francisco/1818-8th-Ave-94122/home/1819346,San Francisco MLS,515107,37.754353,-122.4643603
MLS Listing,Multi-Family (2-4 Unit),2711 Baker St,San Francisco,CA,94123,3795000,5,,San Francisco,3276,1454,1940,8,,Active,http://www.redfin.com/CA/San-Francisco/2711-Baker-St-94123/home/174323595,San Francisco MLS,515289,37.7959968,-122.4455959
MLS Listing,Condo/Co-op,128 Morris St #5,San Francisco,CA,94107,825000,1,1.5,San Francisco,922,,2001,8,592,Active,http://www.redfin.com/CA/San-Francisco/128-Morris-St-94107/unit-5/home/12397396,San Francisco MLS,511960,37.7760435,-122.4017064
MLS Listing,Condo/Co-op,3131 Pierce St #208,San Francisco,CA,94123,1695000,2,2.0,San Francisco,1044,,,8,1055,Active,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-208/home/174323591,San Francisco MLS,515272,37.7989485,-122.4394894
MLS Listing,Condo/Co-op,1412 Golden Gate Ave,San Francisco,CA,94115,1710000,4,3.0,San Francisco,2648,11243,1885,8,300,Active,http://www.redfin.com/CA/San-Francisco/1412-Golden-Gate-Ave-94115/home/1852597,San Francisco MLS,515282,37.77943,-122.434147
MLS Listing,Single Family Residential,86 Ord St,San Francisco,CA,94114,5500000,5,5.0,San Francisco,3860,2722,1964,8,,Active,http://www.redfin.com/CA/San-Francisco/86-Ord-St-94114/home/148075118,San Francisco MLS,511255,37.7624659,-122.4404088
MLS Listing,Single Family Residential,80 Santa Cruz Ave,San Francisco,CA,94112,999000,2,1.0,Ingelside Height,875,2613,1955,8,,Active,http://www.redfin.com/CA/San-Francisco/80-Santa-Cruz-Ave-94112/home/948661,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935950,37.7084804,-122.4659303
MLS Listing,Condo/Co-op,1257 Vallejo St Unit A,San Francisco,CA,94109,2575000,3,2.0,San Francisco,1868,3805,1997,8,150,Active,http://www.redfin.com/CA/San-Francisco/1257-Vallejo-St-94109/unit-A/home/1995159,San Francisco MLS,514541,37.7972284,-122.4179105
MLS Listing,Single Family Residential,2889 Pacific Ave,San Francisco,CA,94115,7200000,6,6.5,San Francisco,7300,8934,1890,8,,Active,http://www.redfin.com/CA/San-Francisco/2889-Pacific-Ave-94115/home/585368,San Francisco MLS,512114,37.7921175,-122.442787
MLS Listing,Condo/Co-op,701 Minna St #6,San Francisco,CA,94103,875000,1,1.5,San Francisco,1173,9654,1999,8,595,Active,http://www.redfin.com/CA/San-Francisco/701-Minna-94103/unit-6/home/12395756,San Francisco MLS,514256,37.7767134,-122.4127391
MLS Listing,Single Family Residential,3316 19th St,San Francisco,CA,94110,1889000,3,4.0,San Francisco,2045,1200,1900,8,,Active,http://www.redfin.com/CA/San-Francisco/3316-19th-St-94110/home/1361602,San Francisco MLS,514860,37.760553,-122.417482
MLS Listing,Single Family Residential,4068 Folsom St,San Francisco,CA,94110,2098000,3,4.0,San Francisco,2300,1750,1944,8,,Active,http://www.redfin.com/CA/San-Francisco/4068-Folsom-St-94110/home/1362518,San Francisco MLS,513911,37.736225,-122.4137539
MLS Listing,Condo/Co-op,2758 Baker St,San Francisco,CA,94123,3290000,3,3.0,San Francisco,2065,1411,1900,8,,Active,http://www.redfin.com/CA/San-Francisco/2758-Baker-St-94123/home/40629435,San Francisco MLS,514286,37.7966471,-122.4453184
MLS Listing,Condo/Co-op,555 4th St #734,San Francisco,CA,94107,699000,1,1.0,San Francisco,580,,2006,8,603,Active,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-734/home/12402330,San Francisco MLS,512134,37.7794218,-122.3967124
MLS Listing,Single Family Residential,875 Union St,San Francisco,CA,94133,1695000,3,2.0,San Francisco,1715,,1912,8,,Active,http://www.redfin.com/CA/San-Francisco/875-Union-St-94133/home/173171020,San Francisco MLS,513291,37.7996868,-122.4136613
MLS Listing,Single Family Residential,877 Union St,San Francisco,CA,94133,2395000,3,2.0,San Francisco,1970,,1912,8,,Active,http://www.redfin.com/CA/San-Francisco/877-Union-St-94133/unit-877/home/173087467,San Francisco MLS,513290,37.7996838,-122.4136847
MLS Listing,Single Family Residential,282 Moscow St,San Francisco,CA,94112,995000,3,2.0,San Francisco,1025,1873,1949,8,,Active,http://www.redfin.com/CA/San-Francisco/282-Moscow-St-94112/home/774415,San Francisco MLS,513392,37.7232343,-122.4264177
MLS Listing,Single Family Residential,873 Union St,San Francisco,CA,94133,2195000,4,3.0,San Francisco,2090,,1912,8,,Active,http://www.redfin.com/CA/San-Francisco/873-Union-St-94133/home/1339222,San Francisco MLS,513288,37.7996521,-122.41363
MLS Listing,Condo/Co-op,2932 Washington St,San Francisco,CA,94115,2195000,3,2.0,San Francisco,1931,,1910,8,310,Active,http://www.redfin.com/CA/San-Francisco/2932-Washington-St-94115/home/69371391,San Francisco MLS,511439,37.7908699,-122.4415283
MLS Listing,Condo/Co-op,2130 24th St,San Francisco,CA,94107,1495000,3,2.0,San Francisco,1535,,2006,8,400,Active,http://www.redfin.com/CA/San-Francisco/2130-24th-St-94107/unit-B/home/17304601,San Francisco MLS,512225,37.753507,-122.401133
MLS Listing,Condo/Co-op,718 Long Bridge St #323,San Francisco,CA,94158,1050000,1,1.0,San Francisco,880,,2016,8,1100,Active,http://www.redfin.com/CA/San-Francisco/718-Long-Bridge-St-94158/unit-323/home/109278462,San Francisco MLS,511721,37.7714717,-122.3945434
MLS Listing,Single Family Residential,246 Farallones St,San Francisco,CA,94112,999918,0,3.0,San Francisco,2290,3123,1926,9,,Active,http://www.redfin.com/CA/San-Francisco/246-Farallones-St-94112/home/827047,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935916,37.7142422,-122.4608554
MLS Listing,Condo/Co-op,318 Main St Unit 6H,San Francisco,CA,94105,1729000,2,2.0,San Francisco,1434,,2015,9,1260,Active,http://www.redfin.com/CA/San-Francisco/318-Main-St-94105/unit-6H/home/109464573,San Francisco MLS,514886,37.789054,-122.3917187
MLS Listing,Single Family Residential,254 Jules Ave,San Francisco,CA,94112,1195000,3,1.0,San Francisco,950,2809,1922,9,,Active,http://www.redfin.com/CA/San-Francisco/254-Jules-Ave-94112/home/1559934,San Francisco MLS,515147,37.7228475,-122.4609991
MLS Listing,Condo/Co-op,2829 25th St #2,San Francisco,CA,94110,1525000,2,2.0,San Francisco,1317,,2020,9,350,Active,http://www.redfin.com/CA/San-Francisco/2829-25th-St-94110/unit-2/home/173681039,San Francisco MLS,515161,37.7510579,-122.4067261
MLS Listing,Multi-Family (2-4 Unit),230 Divisadero St,San Francisco,CA,94117,1795000,9,3.0,San Francisco,4500,2628,1885,9,,Active,http://www.redfin.com/CA/San-Francisco/230-Divisadero-St-94117/home/174317302,San Francisco MLS,512476,37.7709496,-122.4367293
MLS Listing,Condo/Co-op,2145 Franklin St #5,SAN FRANCISCO,CA,94109,1624500,3,2.0,SAN FRANCISCO,1810,,1917,9,600,Active,http://www.redfin.com/CA/San-Francisco/2145-Franklin-St-94109/unit-5/home/1030194,MLSListings,ML81827624,37.7943509,-122.4250239
MLS Listing,Condo/Co-op,10 Innes Ct #204,San Francisco,CA,94124,849000,2,2.0,San Francisco,1020,,2018,9,630,Active,http://www.redfin.com/CA/San-Francisco/10-Innes-Ct-94124/unit-204/home/167058359,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935888,37.7280682,-122.3679965
MLS Listing,Single Family Residential,3526 19th St,San Francisco,CA,94110,4950000,4,5.0,San Francisco,3210,2500,2002,9,,Active,http://www.redfin.com/CA/San-Francisco/3526-19th-St-94110/home/173631809,San Francisco MLS,514980,37.7602357,-122.4221026
MLS Listing,Single Family Residential,78 Garnett Ter,San Francisco,CA,94124,848000,2,2.0,San Francisco,1200,1230,1996,9,168,Active,http://www.redfin.com/CA/San-Francisco/78-Garnett-Ter-94124/home/2008874,San Francisco MLS,514719,37.7326867,-122.3815843
MLS Listing,Condo/Co-op,401 Harrison St Unit 21E,San Francisco,CA,94105,2100000,2,2.0,San Francisco,1241,,2014,9,1355,Active,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-21E/home/144064217,San Francisco MLS,515021,37.7864989,-122.3921487
MLS Listing,Condo/Co-op,2200 Sacramento #1504,San Francisco,CA,94115,1595000,1,1.0,San Francisco,916,17550,1964,9,723,Active,http://www.redfin.com/CA/San-Francisco/2200-Sacramento-St-94115/unit-1504/home/567551,San Francisco MLS,515088,37.7906814,-122.4294984
MLS Listing,Condo/Co-op,181 Fremont Unit 61D,San Francisco,CA,94105,3800000,2,2.0,San Francisco,1637,,2018,9,2738,Active,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-61D/home/164229219,San Francisco MLS,515063,37.7898082,-122.3953565
MLS Listing,Multi-Family (2-4 Unit),66 Laussat St,San Francisco,CA,94102,1275000,4,2.0,San Francisco,1870,977,1900,9,,Active,http://www.redfin.com/CA/San-Francisco/66-Laussat-St-94102/home/18248729,San Francisco MLS,511983,37.7720673,-122.428198
MLS Listing,Condo/Co-op,39 San Carlos St #201,San Francisco,CA,94110,1595000,4,3.0,San Francisco,1353,2000,2015,9,344,Active,http://www.redfin.com/CA/San-Francisco/39-San-Carlos-St-94110/unit-201/home/144063806,San Francisco MLS,515038,37.7621585,-122.4199574
MLS Listing,Condo/Co-op,555 Golden Gate Ave #203,San Francisco,CA,94102,649000,1,1.0,San Francisco,568,,2021,9,553,Active,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-203/home/174314880,San Francisco MLS,514901,37.7808655,-122.4196054
MLS Listing,Multi-Family (2-4 Unit),1701 - 1703 Broderick St,San Francisco,CA,94115,1650000,4,2.0,San Francisco,1770,2395,1910,9,,Active,http://www.redfin.com/CA/San-Francisco/1701-Broderick-St-94115/home/1341045,San Francisco MLS,514708,37.7861273,-122.4420544
MLS Listing,Single Family Residential,143 Flood Ave,San Francisco,CA,94131,2495000,4,5.0,San Francisco,2983,2809,1908,9,,Active,http://www.redfin.com/CA/San-Francisco/143-Flood-Ave-94131/home/1377869,San Francisco MLS,514981,37.7297088,-122.4430303
MLS Listing,Single Family Residential,170 Upper Ter,San Francisco,CA,94117,4790000,3,3.0,San Francisco,3205,2439,1916,9,,Active,http://www.redfin.com/CA/San-Francisco/170-Upper-Ter-94117/home/934320,San Francisco MLS,514807,37.7644975,-122.4442528
MLS Listing,Condo/Co-op,52 Innes Ct #201,San Francisco,CA,94124,899000,2,2.0,San Francisco,1080,,2017,9,640,Active,http://www.redfin.com/CA/San-Francisco/52-Innes-Ct-94124/unit-201/home/168676144,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935840,37.7276224,-122.3674287
MLS Listing,Multi-Family (2-4 Unit),111A Fillmore St,San Francisco,CA,94117,2295000,10,1.0,San Francisco,4320,1950,1910,9,,Active,http://www.redfin.com/CA/San-Francisco/111a-Fillmore-St-94117/home/172622272,San Francisco MLS,514977,37.7704828,-122.4303335
MLS Listing,Condo/Co-op,27 Orben Pl,San Francisco,CA,94115,980000,1,1.0,San Francisco,,,,9,405,Active,http://www.redfin.com/CA/San-Francisco/27-Orben-Pl-94115/home/1539104,San Francisco MLS,513910,37.7884144,-122.4331139
MLS Listing,Single Family Residential,152 Farragut Ave,San Francisco,CA,94112,1100000,4,2.0,San Francisco,1900,2304,1935,9,,Active,http://www.redfin.com/CA/San-Francisco/152-Farragut-Ave-94112/home/938883,San Francisco MLS,514966,37.7117817,-122.4513022
MLS Listing,Condo/Co-op,2001 Mcallister St #153,San Francisco,CA,94118,1068000,2,2.0,San Francisco,,98109,2002,9,801,Active,http://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-153/home/12399952,San Francisco MLS,514895,37.7763812,-122.4456902
MLS Listing,Single Family Residential,319 Lexington St,San Francisco,CA,94110,879000,2,1.0,San Francisco,,1650,1876,9,,Active,http://www.redfin.com/CA/San-Francisco/319-Lexington-St-94110/home/174313488,San Francisco MLS,512324,37.7582143,-122.4202664
MLS Listing,Multi-Family (2-4 Unit),52 Mars St,SAN FRANCISCO,CA,94114,1395000,3,2.0,SAN FRANCISCO,2075,2500,1900,9,,Active,http://www.redfin.com/CA/San-Francisco/52-Mars-St-94114/home/1574399,MLSListings,ML81827528,37.761172,-122.4448107
MLS Listing,Condo/Co-op,51 Innes Ct #312,San Francisco,CA,94124,899000,2,2.0,San Francisco,1080,,2017,9,654,Active,http://www.redfin.com/CA/San-Francisco/51-Innes-Ct-94124/unit-312/home/144879677,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935818,37.7272117,-122.367848
MLS Listing,Single Family Residential,119 Lobos St,San Francisco,CA,94112,1298000,3,3.0,San Francisco,1652,3123,1908,9,,Active,http://www.redfin.com/CA/San-Francisco/119-Lobos-St-94112/home/1728866,San Francisco MLS,512366,37.7147361,-122.4568306
MLS Listing,Single Family Residential,1176 Union St,San Francisco,CA,94109,1450000,2,2.0,San Francisco,,,1908,9,350,Active,http://www.redfin.com/CA/San-Francisco/1176-Union-St-94109/home/173226165,San Francisco MLS,514910,37.7993552,-122.418682
MLS Listing,Single Family Residential,1174 Union St,San Francisco,CA,94109,1350000,2,2.0,San Francisco,,,1908,9,350,Active,http://www.redfin.com/CA/San-Francisco/1174-Union-St-94109/home/173226146,San Francisco MLS,514908,37.7994213,-122.4186122
MLS Listing,Condo/Co-op,177 Townsend St #926,SAN FRANCISCO,CA,94107,858000,1,1.0,SAN FRANCISCO,659,,2007,9,706,Active,http://www.redfin.com/CA/San-Francisco/177-Townsend-St-94107/unit-926/home/41363783,MLSListings,ML81824498,37.7791526,-122.3919931
MLS Listing,Condo/Co-op,1160 Mission St #2203,San Francisco,CA,94103,799000,1,1.0,San Francisco,745,43557,2008,9,802,Active,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-2203/home/17304431,San Francisco MLS,514782,37.7787037,-122.4126341
MLS Listing,Single Family Residential,1172 Union St,San Francisco,CA,94109,1199000,2,2.0,San Francisco,,,1908,9,,Active,http://www.redfin.com/CA/San-Francisco/1172-Union-St-94109/home/1831016,San Francisco MLS,514882,37.7994443,-122.4186085
MLS Listing,Single Family Residential,602 Mississippi St,San Francisco,CA,94107,1780000,2,2.5,San Francisco,,2495,,9,,Active,http://www.redfin.com/CA/San-Francisco/602-Mississippi-St-94107/home/1526832,San Francisco MLS,514878,37.7588653,-122.3945418
MLS Listing,Condo/Co-op,501 Crescent Way #5305,San Francisco,CA,94134,699000,2,2.0,San Francisco,1054,,2006,9,570,Active,http://www.redfin.com/CA/San-Francisco/501-Crescent-Way-94134/unit-5305/home/12402357,San Francisco MLS,511465,37.7119288,-122.3886055
MLS Listing,Condo/Co-op,514 Church St,San Francisco,CA,94114,1595000,3,1.0,San Francisco,1675,,1900,9,350,Active,http://www.redfin.com/CA/San-Francisco/514-Church-St-94114/home/23424262,San Francisco MLS,514873,37.7631942,-122.4286037
MLS Listing,Single Family Residential,811 Carolina St,San Francisco,CA,94107,4500000,5,4.0,San Francisco,3565,2500,1911,9,,Active,http://www.redfin.com/CA/San-Francisco/811-Carolina-St-94107/home/732219,San Francisco MLS,511554,37.7585044,-122.399717
MLS Listing,Multi-Family (2-4 Unit),537 Oak St,San Francisco,CA,94102,2995000,10,3.0,San Francisco,4440,2178,1900,9,,Active,http://www.redfin.com/CA/San-Francisco/537-Oak-St-94102/home/174311899,San Francisco MLS,514173,37.7741907,-122.4282171
MLS Listing,Single Family Residential,3311 Cesar Chavez,San Francisco,CA,94110,1075000,2,2.0,San Francisco,1030,,1905,9,570,Active,http://www.redfin.com/CA/San-Francisco/3311-Cesar-Chavez-94110/unit-A/home/172484031,San Francisco MLS,514458,37.7479776,-122.4162691
MLS Listing,Single Family Residential,3307 Cesar Chavez Unit A,San Francisco,CA,94110,1025000,2,2.0,San Francisco,985,,1905,9,570,Active,http://www.redfin.com/CA/San-Francisco/3307-Cesar-Chavez-94110/unit-A/home/174311845,San Francisco MLS,514337,37.7479788,-122.4162163
MLS Listing,Multi-Family (2-4 Unit),1426 - 1428 Cabrillo St,San Francisco,CA,94118,1995000,4,3.0,San Francisco,3017,3009,1921,9,,Active,http://www.redfin.com/CA/San-Francisco/1426-Cabrillo-St-94118/home/2021251,San Francisco MLS,514510,37.7751748,-122.4741168
MLS Listing,Condo/Co-op,77 Van Ness Ave #609,San Francisco,CA,94102,690000,1,1.0,San Francisco,,,2009,9,422,Active,http://www.redfin.com/CA/San-Francisco/77-Van-Ness-Ave-94102/unit-609/home/40138552,San Francisco MLS,514255,37.7760628,-122.4198501
MLS Listing,Condo/Co-op,1099 Mississippi St #1,San Francisco,CA,94107,1099000,3,2.0,San Francisco,1478,10306,1998,9,600,Active,http://www.redfin.com/CA/San-Francisco/1099-Mississippi-St-94107/unit-1/home/1396573,San Francisco MLS,513268,37.7527269,-122.3933307
MLS Listing,Single Family Residential,930 Anza St,San Francisco,CA,94118,2349000,3,2.0,San Francisco,2202,3610,1937,9,,Active,http://www.redfin.com/CA/San-Francisco/930-Anza-St-94118/home/1261075,San Francisco MLS,512326,37.7798155,-122.4566979
MLS Listing,Condo/Co-op,1000 North Pt #1106,San Francisco,CA,94109,949000,1,1.0,San Francisco,,,,9,884,Active,http://www.redfin.com/CA/San-Francisco/1000-N-Point-St-94109/unit-1106/home/12395420,San Francisco MLS,511399,37.8055099,-122.4241573
MLS Listing,Single Family Residential,347 28th Ave,San Francisco,CA,94121,2295000,4,3.0,San Francisco,2269,2996,,10,200,Active,http://www.redfin.com/CA/San-Francisco/347-28th-Ave-94121/home/607824,San Francisco MLS,514601,37.7828272,-122.4884829
MLS Listing,Single Family Residential,349 28th Ave,San Francisco,CA,94121,1849000,3,2.0,San Francisco,1776,2996,,10,200,Active,http://www.redfin.com/CA/San-Francisco/349-28th-Ave-94121/home/174301411,San Francisco MLS,514608,37.7828705,-122.4883101
MLS Listing,Condo/Co-op,260 King St #779,San Francisco,CA,94107,999000,2,,San Francisco,996,213232,,10,886,Active,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-779/home/8191053,San Francisco MLS,514450,37.7776422,-122.3934181
MLS Listing,Condo/Co-op,1160 Mission St #1208,San Francisco,CA,94103,1275000,2,2.0,San Francisco,1201,43557,2008,10,1007,Active,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1208/home/17305338,San Francisco MLS,514777,37.7787037,-122.4126341
MLS Listing,Single Family Residential,575 Oxford St,San Francisco,CA,94134,1448888,4,,San Francisco,2122,1750,1997,10,,Active,http://www.redfin.com/CA/San-Francisco/575-Oxford-St-94134/home/775748,San Francisco MLS,514741,37.7229977,-122.4178577
MLS Listing,Condo/Co-op,236 Shipley St #304,SAN FRANCISCO,CA,94107,998000,2,2.0,SAN FRANCISCO,825,,2016,10,686,Active,http://www.redfin.com/CA/San-Francisco/236-Shipley-94107/unit-304/home/107586481,MLSListings,ML81827440,37.7792278,-122.4038574
MLS Listing,Multi-Family (2-4 Unit),3839 Mission St,San Francisco,CA,94110,1495000,2,4.0,San Francisco,2000,2130,1922,10,,Active,http://www.redfin.com/CA/San-Francisco/3839-Mission-St-94110/home/174297577,San Francisco MLS,514694,37.7355485,-122.4244058
MLS Listing,Single Family Residential,114 Jersey St,SAN FRANCISCO,CA,94114,3398000,3,4.5,SAN FRANCISCO,2723,1999,1908,10,,Active,http://www.redfin.com/CA/San-Francisco/114-Jersey-St-94114/home/1769106,MLSListings,ML81826864,37.751057,-122.427828
MLS Listing,Single Family Residential,15 Bruce Ave,San Francisco,CA,94112,1399000,4,3.0,San Francisco,2337,2975,1919,10,,Active,http://www.redfin.com/CA/San-Francisco/15-Bruce-Ave-94112/home/1415486,San Francisco MLS,513930,37.7219435,-122.4515341
MLS Listing,Single Family Residential,1359 47th Ave,San Francisco,CA,94122,799000,2,1.0,San Francisco,900,2996,1909,10,,Active,http://www.redfin.com/CA/San-Francisco/1359-47th-Ave-94122/home/631691,San Francisco MLS,512211,37.761134,-122.5073168
MLS Listing,Single Family Residential,2455 Vallejo St,San Francisco,CA,94123,9995000,5,6.0,San Francisco,,4125,1908,10,,Active,http://www.redfin.com/CA/San-Francisco/2455-Vallejo-St-94123/home/564388,San Francisco MLS,513042,37.7947506,-122.4376777
MLS Listing,Condo/Co-op,3008 Clay,San Francisco,CA,94115,2690000,3,2.5,San Francisco,2117,,,10,420,Active,http://www.redfin.com/CA/San-Francisco/3008-Clay-St-94115/home/1375188,San Francisco MLS,514631,37.789838,-122.442961
MLS Listing,Condo/Co-op,3635 23rd St,San Francisco,CA,94110,1289000,3,2.0,San Francisco,1613,3480,1900,10,447,Active,http://www.redfin.com/CA/San-Francisco/3635-23rd-St-94110/home/110052356,San Francisco MLS,511731,37.7533591,-122.4236649
MLS Listing,Condo/Co-op,1730 Broderick St #4,San Francisco,CA,94115,630000,0,1.0,San Francisco,,,1928,10,300,Active,http://www.redfin.com/CA/San-Francisco/1730-Broderick-St-94115/unit-4/home/1244559,San Francisco MLS,512323,37.7864135,-122.4415426
MLS Listing,Condo/Co-op,535 Duboce Ave,San Francisco,CA,94117,1525000,2,2.0,San Francisco,1420,2335,1906,10,,Active,http://www.redfin.com/CA/San-Francisco/535-Duboce-Ave-94117/home/1316951,San Francisco MLS,511326,37.769035,-122.43204
MLS Listing,Single Family Residential,239 26th Ave #204,San Francisco,CA,94121,839000,2,1.0,San Francisco,875,,1963,10,300,Active,http://www.redfin.com/CA/San-Francisco/239-26th-Ave-94121/unit-204/home/21699068,BAREIS,509697,37.7849095,-122.4863342
MLS Listing,Condo/Co-op,224 Lexington St,San Francisco,CA,94110,1195000,2,1.0,San Francisco,1100,,1906,10,500,Active,http://www.redfin.com/CA/San-Francisco/224-Lexington-St-94110/home/110052302,BAREIS,512016,37.759644,-122.420803
MLS Listing,Condo/Co-op,200 Dolores St #5,San Francisco,CA,94103,1750000,2,2.5,San Francisco,1407,,2014,10,756,Active,http://www.redfin.com/CA/San-Francisco/200-Dolores-St-94103/unit-5/home/49738169,BAREIS,511762,37.7660572,-122.4269225
MLS Listing,Single Family Residential,1241 Scott St,San Francisco,CA,94115,1200000,3,1.5,San Francisco,1303,,1911,10,,Active,http://www.redfin.com/CA/San-Francisco/1241-Scott-St-94115/home/174014728,BAREIS,511646,37.7814361,-122.4376224
